product certification programs,programy certifikace výrobků
product charges,poplatky za výrobky
product criteria,požadavky na výrobek (kritéria výrobku)
product environmental criteria,environmentální kritéria výrobku
product function,funkce výrobku
product function characteristic,funkční charakteristika výrobku
product life cycle,životní cyklus výrobku
product market,produktový trh
product obsolescence,zastaralost výrobků
product or service system,výrobek nebo služby
product stewardship,dozor nad výrobkem
product system,výrobkový systém
product system boundary,hranice výrobního systému
production,produkční
production (manufacturing),výrobní náklady
production and delivery energy,výroba a uvolňování energie
production consumption,výkonová spotřeba
production costs,výrobní náklady
production ecology,produkční ekologie
production function,produkční funkce
production plant,výrobní závod
production possibilities curve,křivka výrobních možností
production possibility frontier,hranice produkčních možností
production rate,produkční výkon (limnologie)
production target,výrobní cíl
production-possibility frontier,hranice produkčních možností
productions,produkce
productive,produktivní
productive capital,výrobní kapitál
productive efficiency,výrobní efektivnost
productively,produktivně
productiveness,výnosnost
productivity,produktivita
productivity criteria,kritéria produktivity
productivity growth,růst produktivity
products,produkty
proem,počátek
prof,zkratka slova profesionální
profanation,zneuctění
profane,profánní
profanely,rouhavě
profaneness,rouhavost
profanity,neuctivost
profess,vyznávat
professed,samozvaný
professedly,údajně
professes,profese
profession,povolání
professional,kvalifikovaných
professionalisation,profesionalizace
professionalism,profesionálnost
professionalization,profesionalizace
professionalize,zprofesionalizovat
professionalized,zprofesionalizovaný
professionally,profesionálně
professionals,profesionálové
professions,povolání
professor,profesorka
professorial,provesorský
professors,profesoři
professorship,profesura
proffer,nabídnout
proffered,nabídnutý
proficiency,dovednost
proficient,zdatný
proficiently,dovedně
profile,obrysový výkres
profiled,profilový
profiles,profily
profiling,profilování
profit,profitovat z
profit and loss,zisk a ztráta
profit and loss account,výkaz zisků a ztrát
profit from sales of fixed assets,zisk z prodeje stálých aktiv
profit margin,marže
profit sharing,účast na zisku
profit-based conservation,ochrana založená na zisku
profit-sharing,dělení zisku (podílení se na zisku)
profit/loss - current year,výsledek hospodaření běžného účetního období
profit/loss - previous years,výsledek hospodaření minulých let
profit/loss account,výkaz zisku a ztrát
profit/loss before tax,výsledek hospodaření před zdaněním
profit/loss from financial operations,finanční výsledek hospodaření
profit/loss of current accounting period,výsledek hospodaření za účetní období
profitability,ziskovost
profitable,ziskový
profitably,výnosně
profiteer,šmelinář
profiterole,druh pečiva
profitless,nevýnosný
profits,užitky
profligacy,marnotratnost
profligate,nestydatý
profligately,rozmařile
proforma,jako formalita
profound,hluboký
profounder,nesmírnější
profoundest,nejhlubší
profoundly,hluboce
profundal,profundál
profundity,důkladnost
profuse,mohutný
profusely,hojně
profuseness,vydatnost
profusion,hojnost
progenitor,předchůdce
progeniture,plození
progeny,potomci
progesterone,progesteron
prognathous,s vysunutou čelistí
prognoses,předpovědi
prognosis,prognóza
prognostic,prognostický
prognosticate,předpovídat
prognostication,předpověď
program,programovat
programmable,programovatelný
programmatic,programový
programme,pořad
programmed,naprogramovaný
programmer,programátor
programmers,programátoři
programmes,pořady
programming,programování
programs,programy
progress,dělat pokroky
progress in technology,technický pokrok
progressed,pokročilý
progresses,postupně
progressing,rozvíjející
progression,posloupnost
progressive,postupový
progressive tax,průběžná daň
progressive taxation,průběžnézdanění
progressively,postupně
progressiveness,postupnost
progressivism,pokrokovost
prohibit,zakazovat
prohibited,zakázaný
prohibiting,zamezující
prohibition,prohibice
prohibitionist,prohibicionista
prohibitions,zákazy
prohibitive,znemožňující
prohibitive tax,prohibitivní daň
prohibitively,prohibičně
prohibitory,prohibitivní
prohibits,zakazuje
project,promítnout
project applicant,řešitel projektu
projected,promítnutý
projectile,projektil
projecting,navrhování
projection,promítnutí
projectionist,promítač
projections,projekce
projective,projektivní
projectively,projektivně
projector,projektor
projectors,projektory
projects,projekty
prokaryote,prokaryota
prolactin,prolaktin
prolapse,výhřez
prolate,protáhlý
prole,proletář
proletarian,proletářský
proletarianization,proletarizace
proletariat,proletariát
proletariate,proletariát
proliferate,rozmnožit se
proliferated,rozšiřoval
proliferating,rozrůstající
proliferation,bujení
proliferative,proliferační
prolific,hojný
prolificacy,plodnost
prolifically,úrodně
prolix,zdlouhavý
prolixity,rozvláčnost
prolly = probably,asi
prolog,prolog
prologise,promluvit úvodem
prologize,promluvit úvodem
prologue,prolog
prologuise,promluvit úvodem
prologuize,promluvit úvodem
prolong,prodloužit
prolongate,prodloužit
prolongation,protáhnutí
prolonge,ruční tažné lano
prolonged,dlouhotrvající
prom,školní ples
promenade,promenáda
promenaded,promenoval
promenader,návštěvník promenády
promethean,prométheovský
prometheus,Prométheus
prominence,vynikající postavení
prominent,prominentní
prominently,prominentně
promiscuity,promiskuita
promiscuous,promiskuitní
promiscuously,promiskuitně
promise,slibovat
promise the moon,slibovat hory doly
promised,slíbil
promised land,"země zaslíbená, Kanaán"
promises,sliby
promising,slibný
promisingly,slibně
promissory,slibující
promissory note,vlastní směnka
promo,propagační
promontory,předhoří
promotable,propagovatelný
promote,podporovat
promoted,podporoval
promoter,promotor
promoters,pořadatelé
promotes,propaguje
promoting,povýšení
promotion,podporování
promotional,propagační
promotions,povýšení
promotive,podpůrný
prompt,promptní
prompted,pobízený
prompter,nápověda
prompting,pobízení
promptitude,promptnost
promptly,pohotově
promptness,pohotovost
prompts,připomínky
promulgate,promulgovat
promulgated,zveřejněný
promulgation,uveřejnění
promulgator,šiřitel
prone,mít tendenci k čemu
prone position,leh
proneness,dispozice
prong,bodec
pronghorn,vidloroh
pronominal,zájmenný
pronoun,zájmeno
pronounce,uznat
pronounce wrongly,ráčkovat
pronounceable,vyslovitelný
pronounced,vyslovený
pronouncedly,vysloveně
pronouncement,prohlášení
pronouncements,projevy
pronounces,vyslovuje
pronouncing,vyslovující
pronouns,zájmena
pronto,fofrem
pronuclear,projaderný
pronunciation,výslovnost
proof,důkaz
proof by contradiction,důkaz sporem
proof-read,číst korekturu
proof-reader,čtenář korektury
proofing,zkoušení
proofread,korigovat
proofreader,korektor
proofreading,korigování
proofs,důkazy
prop,opora
prop up,podpírat
propaganda,propaganda
propagandist,propagandista
propagandize,propagovat
propagate,propagovat
propagated,propagovaný
propagates,propaguje
propagating,propagující
propagation,propagace
propagator,propagátor
propagulum,propagulum
propane,propan
propanediol,propandiol
propanol,propylalkohol
propanone,propanon
propel,hnát
propellant,pohonná látka
propelled,hnaný
propellent,poháněcí
propeller,lodní šroub
propelling,hnací
propene,propen
propensity,tíhnutí
proper,hodící se
proper fraction,pravý zlomek
proper name,vlastní jméno osoby
proper noun,vlastní jméno
proper subset,vlastní podmnožina
proper subspace,vlastní podprostor
properly,důkladně
propertied,majetný
properties,nemovitosti
property,jmění
property development,majetkový rozvoj
property right,"zkreslení, vlastnické právo"
property rights,vlastnická práva
property rules,pravidla vlastnictví
property tax,majetková daň
property value studies,studie hodnoty nemovitostí
property-rights principle,princip vlastnických práv
prophecies,proroctví
prophecy,proroctví
prophesy,prorokovat
prophet,hlasatel
prophetess,prorokyně
prophetic,prorocký
prophetical,prorocký
prophetically,prorocky
prophets,proroci
prophylactic,profylaktický
prophylaxis,profylaxe
propinquity,blízkost
propionate,propionát
propitiate,usmířit
propitiation,smiřování
propitiatory,smírčí
propitious,příhodný
propolis,včelí tmel
proponent,navrhovatel
proponents,navrhovatelé
proportion,dimenzovat
proportionable,úměrný
proportional,poměrný
proportional sample,poměrný vzorek (vody)
proportional tax,proporcionální daň
proportionality,proporcionalita
proportionality constant,konstanta úměrnosti
proportionally,proporcionálně
proportionate,přiměřený
proportionate mortality ratio (pmr),"relativní smrtnost, mortalita"
proportionately,přiměřeně
proportioning,proporcionální
proportions,proporce
proposal,nabídka
proposals,nabídky
propose,nabídnout
proposed,navrhoval
proposer,navrhovatel
proposes,navrhuje
proposing,navržení
proposition,nemravný návrh
propositional,výrokový
propositional calculus,výroková logika
propositional logic,výroková logika
propositions,návrhy
propound,předložit k úvaze
propounded,předložil
propped,podepřel
propping,podpírání
proprietary,majitelský
proprieties,dobré mravy
proprietor,vlastník
proprietorial,vlastnický
proprietorially,vlastnicky
proprietorship,vlastnictví (výlučné)
proprietress,majitelka
propriety,případnost
proprioceptive,proprioceptivní
proprioceptor,proprioceptor
props,rekvizity
propulsion,pohon
propulsive,propulzní
propyl,propyl
propylene,propen
prorate,poměrně rozdělit
proration,rozdělování podle klíče
prorogation,odročení
prorogue,odročit
pros,pro
pros and cons,pro a proti
prosaic,prozaický
prosaically,všedně
proscenium,předscéna
prosciutto,druh šunky
proscribe,úředně zakázat
proscription,úřední zákaz
proscriptive,proskripční
prose,próza
prosecutable,soudně stíhatelný
prosecute,zažalovat
prosecuted,zažalovaný
prosecuting,stíhání
prosecution,trestní řízení
prosecutor,prokurátor
prosecutorial,týkající se žalobce
proselyte,nový stoupenec víry
proselytise,obracet na víru
proselytism,novověrectví
proselytize,získat pro novou víru
proselytized,obrácený na víru
prosencephalon,přední mozek
prosimian,poloopice
prosodic,prozodický
prosody,prozódie
prosopopoeia,zosobnění
prospect,finanční vyhlídka
prospect theory,teorie vyhlídek
prospecting,průzkum
prospective,budoucí
prospectively,případně
prospector,prospektor
prospects,perspektiva
prospectus,prospekt
prospectuses,prospekty
prosper,prosperovat
prosperity,blahobyt
prosperous,prosperující
prosperously,prospěšně
prostaglandin,prostaglandin
prostate,předstojná žláza
prostate gland,prostata
prostatic,prostatický
prosthesis,protéza
prosthetic,protézní
prosthetics,protetika
prostitute,prostituovat
prostitutes,prostitutky
prostitution,prostituce
prostrate,přemoci
prostrated,svalil
prostration,vyčerpání
prosy,nudný
protactinium,protaktinium
protagonist,protagonista
protagonists,protagonisté
protean,měnivý
protease,určité druhy enzymů
protec,Programmable Ordnance Technology
protecr,výměr
protect,bránit
protected,chráněný
protected area,chráněné území /odvodňování/
protected cruiser,chráněný křižník
protected fish area,chráněná rybí oblast
protected landscape area,chráněná krajinná oblast
protected natural area,chráněné území
protected storage room,záchytná vana
protected tree,památný strom
protecting,ochraňující
protection,ochrana
protection against inactivity,ochrana před nečinností
protection curtain,ochranná clona (vodní hospodářství)
protection cut-off-wall,ochranná clona (vodní hospodářství)
protection of environment,ochrana životního prostředí
protection of st against st,chránění proti čemu
protection of waters,ochrana vod
protectionism,protekcionismus
protectionist,ochranářský
protective,bezpečnostní
protective dam covering,ochranná vrstva hráze
protective dike,ochranná hráz
protective drain,ochranný drén
protective measure for plants,ochranné opatření u rostlin
protective measure of waters,opatření pro ochranu vod
protective period,ochranná lhůta (závlahy)
protective reaction of plants,ochranná reakce rostlin
protective reservoir volume,ochranný prostor nádrže
protective structure,ochranná stavba (odvodňování)
protective tariff,ochranný tarif
protective zone,ochranný pás (eroze)
protective zone of water resources,ochranné pásmo vodních zdrojů
protectively,starostlivě
protectiveness,starostlivost
protector,chránítko
protectorate,protektorát
protectorship,protektorství
protects,chrání
protege,protekční osoba
protegee,protekční žena
protein,protein
proteinaceous,bílkovinný
proteinase,proteináza
proteins,proteiny
proteolytic microorganism,proteolytický mikroorganismus
proteomics,proteomika
proterozoic,starohory
protest,odmluva
protestant,protestantský
protestantism,protestantství
protestants,protestanti
protestation,odmluva
protested,protestoval
protester,protestující
protesters,demonstranti
protesting,protestování
protestor,odpůrce
protestors,odpůrci
protests,protesty
prothonotary,protonotář
protocol,protokol
protocols,protokoly
proton,proton
protons,protony
protoplasm,protoplazma
protoplasmic,protoplazmatický
protoplast,protoplast
prototype,prototyp
prototypes,prototypy
prototypical,prototypní
prototyping,prototypování
protozoa,prvoci
protozoan,prvok
protozoology,protozoologie
protozoon,prvok
protozoonosis,protozoonóza
protract,protahovat
protracted,prodloužený
protraction,průtahy
protractor,úhloměr
protrude,vypláznout
protruded,vyčníval
protruding,odstávající
protrusion,výstupek
protrusive,vyčnívající
protuberance,protuberance
protuberant,vypouklý
proud,hrdý
prouder,pyšnější
proudest,nejvíce hrdý
proudly,hrdě
provable,dokazatelný
provably,prokazatelně
prove,ukázat se jako
prove a point,dokázat (si) něco
prove oneself,předvést se
proved,dokázaný
proven,osvědčený
provenance,původ
provencal,Provencal
provence,Provence
provender,zásoba potravin
provenience,provenience
proverb,přísloví
proverbial,pověstný
proverbially,příslovečně
proverbs,přísloví
proves,dokazuje
providable,schopný být poskytnut
provide,dodat
provide for sb,poskytovat věci potřebné k životu
provided,poskytovaný
providence,prozřetelnost
provident,prozřetelný
providential,příhodný
providentially,šťastnou náhodou
provider,poskytovatel
provides,poskytuje
providing,poskytující
province,provincie
provinces,provincie
provincial,provinciální
provincial government,provinční (místní) vláda
provincialism,provincializmus
proving,dokazující
proving ground,zkušební terén
provision,opatření
provisional,dočasný
provisionally,prozatímně
provisioning,zprovoznění služby
provisions,předpisy
proviso,podmínka
provisory,provizorní
provisos,podmínky
provocateur,provokatér
provocation,vyprovokování
provocative,provokativní
provocative affection,provokační prostředí
provocatively,provokativně
provocativeness,dráždivost
provoke,hecovat
provoked,vyprovokovaný
provokes,provokuje
provoking,provokující
provokingly,provokativně
provolone,druh uzeného sýra
provost,ředitel koleje
prow,příď lodi
prowess,statečnost
prowl,číhat na
prowl car,hlídkový vůz
prowler,tulák
proximal,proximální
proximal tubule,vinutý kanálek prvního řádu
proximally,proximálně
proximate,nejbližší
proximity,blízkost
proxy,oprávnění zastupovat
prtr,registr vypouštění a přenosu polutantů
prty peple,party lidi
prude,prudérní člověk
prudence,moudrost
prudent,opatrný
prudential,opatrnický
prudently,uvážlivě
prudery,pruderie
prudish,prudérní
prudishness,prudérnost
prune,sušená švestka
pruned,prořezaný
pruner,nůžky
pruning,prořezávání
prunus,slivoň
prurience,smilnost
pruriency,smilnost
prurient,chlípný
pruritus,svědění
prussia,Prusko
prussic acid,kyanovodíková kyselina
pry,vrtat v
pry bar,páčidlo
prying,slídivý
ps,Public school
psa,pravděpodobnostní analýza bezpečnosti
psalm,žalm
psalmist,žalmista
psalmody,psalmodie
psalms,žalmy
psalter,žaltář
psammon,psamon
psammophyte,psamofyt
pseud,vejtaha
pseudo,falešný
pseudocarp,pseudokarp
pseudocyesis,falešné těhotenství
pseudomonas aeruginosa,Pseudomonas aeruginosa
pseudonym,pseudonym
pseudonymous,pseudonymní
pseudopod,pseudopod
pseudopodia,pseudopodie
pseudorandom,pseudonáhodný
pseudoscience,pavěda
pshaw,pcha!
psi,psí
psids,Prototype Secondary Information Dissemination System
psittacosis,psitakóza
psora,prašivina
psoriasis,psoriáza
psst,pšš!
pst,Pacific Standard Time
psy,psy
psych,zkratka psychologie
psyche,psýchy
psychedelia,psychedelický styl
psychedelic,psychedelický
psychiatric,psychiatrický
psychiatrical,psychiatrický
psychiatrist,psychiatr
psychiatrists,psychiatři
psychiatry,psychiatrie
psychic,telepatický
psychical,psychický
psychically,psychologicky
psycho,psychopat
psychoactive,psychoaktivní
psychoanalyse,psychoanalyzovat
psychoanalysis,psychoanalýza
psychoanalyst,psychoanalytik
psychoanalytic,psychoanalytický
psychoanalyze,psychoanalyzovat
psychobiology,psychobiologie
psychogenic,psychogenní
psychokinesis,psychokinéza
psychokinetic,psychokinetický
psycholinguistic,psycholingvistický
psychological,duševní
psychological moment,vhodný okamžik
psychologically,psychologicky
psychologically disturbed person,psychicky narušená osoba
psychologies,psychologové
psychologist,psycholožka
psychologists,psychologové
psychology,psychologie
psychometric,psychologický
psychometry,psychometrie
psychomotor,psychomotorický
psychopath,psychopat
psychopathic,psychopatický
psychopathology,psychopatologie
psychopathy,psychopatie
psychophysicist,psychofyzik
psychophysics,psychofyzika
psychophysiology,psychofyziologie
psychosis,psychóza
psychosocial,psychosociální
psychosocial stressor,psychosociální nositel stresu
psychosomatic,psychosomatický
psychosphere,psychosféra
psychotherapeutic,psychoterapeutický
psychotherapist,psychoterapeut
psychotherapy,psychoterapie
psychotic,psychotický
psychotically,psychoticky
psychotropic,psychotropní
psychotropic substance,psychotropní látka
psychrometer,psychrometr
psychrophilic microorganism,psychrofilní mikroorganismus
pt,Physical Training
pta,Parent-Teacher Association (Sdružení rodičů a přátel školy)
ptarmigan,bělokur
ptb,Powers That Be
pterodactyl,ptakoještěr
pterosaur,ptakoještěr
ptm,Please Tell Me
pto,prosím otočte na další stranu
ptomaine,ptomain
ptomaine poisoning,otrava jedem ptomain
pu,Pu
pu-erh,čínský čaj vyznačující se zemitou chutí
pub,hospůdka
pubertal,pubertální
puberty,puberta
pubescence,dospívání
pubescent,dospívající
pubic,stydký
pubic hair,ochlupení ohanbí
pubis,stydká kost
public,obecenstvo
public (state) ownership,veřejné (státní) vlastnictví
public access,veřejně přístupný
public administration,veřejná správa
public advantage,veřejný prospěch
public auction,veřejná dražba
public authorities,veřejné úřady
public bad,veřejná ztráta
public choice analysis,analýza veřejné volby
public cleaning,čištění města
public constructions,veřejné stavby
public convenience,záchodek
public corporation,veřejná korporace
public debate,veřejná debata
public debt,veřejný dluh
public discussion,veřejná diskuze
public domain,veřejně dostupný
public expenditure,veřejné výdaje
public funds,veřejné fondy
public goods,veřejné statky
public health,zdravotnictví
public holiday,státní svátek
public house,hostinec
public interest,veřejný zájem
public limited company,veřejná společnost
public notice,vyhláška
public opinion,veřejné mínění
public ownership,veřejné vlastnictví
public property,veřejný majetek
public prosecutor,státní žalobce
public relations,styk s veřejností
public relations man,mluvčí
public relations person,mluvčí
public sale,aukce
public school,veřejná škola
public sector,veřejný sektor
public servant,veřejný zaměstnanec
public service,veřejná služba
public spending,veřejné výdaje
public toilet,záchodek
public transport,veřejná doprava
public trust doctrine.,teorie veřejné zodpovědnosti
public utilities,veřejné služby
public utility,veřejné služby
public-interest theory of regulation,teorie regulace veřejného zájmu
publican,hostinský
publication,zveřejnění
publications,publikace
publicise,propagovat
publicised,propagovaný
publicising,propagování
publicist,publicista
publicity,reklama
publicize,propagovat
publicized,propagovaný
publicly,veřejně
publish,publikovat
publishable,uveřejnitelný
published,publikovaný
publisher,nakladatel
publishers,vydavatelé
publishes,publikuje
publishing,publikování
publishing house,nakladatelství
pubs,hospody
puccini,Puccini
puce,hnědofialová
puck,puk
pucka,autentický
pucker,vráska
puckering,svraštění
puckish,darebný
pud,nákyp
pudding,moučník
puddings,pudinky
puddle,louže
puddler,pudlař
puddling,pudlování
pudenda,ohanbí
pudendum,externí genitálie
pudgy,zavalitý
puerile,dětinský
puerility,infantilnost
puerperal,puerperální
puerto,Puerto
puerto rico,Portoriko
puff,tah z cigarety nebo dýmky
puff out,nadmout
puff pastry,křehké těsto
puff up,naběhnout
puffball,pýchavka
puffballs,pýchavky
puffed,opuchlý
puffer,potahující osoba
puffer fish,čtverzubec
pufferfish,ryba fugu
puffery,nadýchnutá ozdoba
puffin,papuchalk
puffiness,oteklost
puffing,šlukování
puffy,oteklý
pug,mops
pug nose,tupý nos
puggle,kříženec bígla a mopse
pugh,Pugh
pugilism,pěstní zápas
pugilist,boxer
pugilistic,boxerský
pugnacious,bojechtivý
pugnaciously,bojovně
pugnacity,výbojnost
puissance,moc
puissant,mocný
puke,dávit
puking,zvracení
pukka,autentický
puku,voduška puku
pulaski,Pulaski
pulchritude,nádhera
pule,kňourat
pulitzer prize,Pulitzerova cena
pull,lok
pull a face,dělat posunky
pull apart,rozebrat
pull at,škubat za
pull away,odtrhnout
pull away from,vyjíždět ze (zastávky a pod.)
pull back,stáhnout
pull down,strhl
pull in,vtáhnout
pull into,zajet na
pull off,strhl
pull on,natáhnout
pull on to,zajet ke
pull one's leg,tahat někoho za nos
pull one's punches,šetřit
pull oneself together,dát se dohromady
pull out,odvelet
pull over,zastavit u krajnice
pull over to the side,zajet ke kraji vozovky
pull round,zotavit se
pull someone's leg,utahovat si z někoho
pull something off,zvládnout něco
pull through,dostat se z
pull together,táhnout za jeden provaz
pull up,povytáhnout
pull-back,stáhnout zpět
pull-down,nasměrovat letadlo dolů
pull-in,odpočívadlo
pull-out,stáhnout
pull-up,motorest
pullback,stáhnout zpět
pulldown,nasměrovat letadlo dolů
pulled,natažený
puller,tahoun
pullet,kuře
pulley,kladka
pulling,vytáhnutí
pullman,Pullman
pullout,stáhnout
pullover,pulovr
pulls,tahá
pullulate,rašit
pullup,shyb
pulmonary,stižený plicní chorobou
pulp,buničina
pulpiness,dužinatost
pulpit,kazatelna
pulpwood,vláknité dřevo
pulpy,kašovitý
pulsar,pulzar
pulsate,pulsovat
pulsated,pulzoval
pulsatile,pulzující
pulsating,pulzující
pulsation,pulzace
pulse,puls
pulse counter,počítač pulsů
pulse generator,pulsní generátor
pulse height analyzer,šířkový pulsní analyzátor
pulse modulation,pulsní modulace
pulsed,pulsoval
pulses,pulzuje
pulverisation,pulverizace
pulverise,pulverizovat
pulverised,pulverizoval
pulverization,pulverizace
pulverize,pulverizovat
pulverized,rozprášený
pulverizing,rozmělňování
puma,puma
pumice,pemza
pumice stone,pemza
pummel,tlouci pěstmi
pump,čerpadlo
pump for bike,hustilka
pump someone for something,vytáhnout z někoho něco
pump something out of someone,vypumpovat z někoho něco
pump up,napumpovat
pumped,napumpovaný
pumped storage hydroelectric power plant,přečerpávací vodní elektrárna
pumper,čerpač
pumpernickel,perník
pumping,pumpující
pumping boring,čerpací sonda
pumping drain,čerpací drén
pumping drainage,odvodnění čerpáním
pumping station,vodárna
pumping test,čerpací zkouška
pumpkin,dýně
pumpkins,dýně
pumps,pumpy
pun,napěchovat
punch,úder pěstí
punch card,děrný štítek
punch in,registrování příchodu
punch line,pointa
punch out,registrování odchodu
punch-drunk,zmořený
punchable,schopný být udeřen
punchbowl,mísa na nápoje
punchcard,děrný štítek
punched,děrovaný
punched card,děrný štítek
puncheon,průbojník
puncher,boxer s tvrdými údery
punches,děruje
punching,boxování
punchline,pointa
punchy,poutavý
punctation,tečkovanost
punctilious,pedantický
punctiliously,puntičkářsky
punctual,dochvilný
punctuality,dochvilnost
punctualization,interpunkce
punctually,dochvilně
punctuate,udělat interpunkci
punctuated,přerušovaný
punctuation,interpunkce
punctuation mark,interpunkční znaménko
punctuational,interpunkční
puncture,probití
punctured,propíchnutý
punctures,propichuje
puncturing,průraz
pundit,učenec
punditry,učenost
pundits,učenci
pung,druh koňských sání
pungency,pichlavost
pungent,čpící
pungently,pronikavě např. chutnat
punish,potrestat
punishable,trestný
punished,potrestaný
punishes,trestá
punishing,trestající
punishment,potrestání
punishment-detection trade-off,vztah trest-detekce
punishments,tresty
punitive,kárný
punitively,trestně
punk,zpráchnivělé dřevo
punk-coiffed,s pankovým účesem
punnet,košík na ovoce
punning,dusání
puns,slovní hříčky
punster,šprýmař
punt,volej
punter,sázkař
punters,sázkaři
punting,odpichování
punts,pramice
puny,neduživý
pup,štěně
pupa,kukla
pupae,kukla
pupal,kuklení
pupal stage,stadium kukly
pupil,žákyně
pupillage,nezletilost
pupils,žáci
puppet,zmanipulovaný člověk
puppet theatre,loutkové divadlo
puppeteer,loutkář
puppetry,loutkařství
puppies,štěňata
pupping,kakání
puppy,hejsek
puppy love,dětská láska
puppy-dog eyes,oči neviňátka
puppyhood,věk štěněte
puppyish,štěněčí
pups,štěňata
purblind,slabozraký
purcell,Purcell
purchasable,prodejný
purchase,koupit
purchase ledger,nákupní kniha
purchase price,kupní cena
purchase tax,nákupní daň
purchased,zakoupený
purchaser,odběratel
purchasers,kupující
purchases,pořizuje
purchasing,pořizování
purchasing agent,nákupčí
purchasing department,nákupní oddělení
purchasing power,kupní síla
purchasing power of a currency,kupní síla měny
purchasing power parity,parita kupní síly
purchasing power parity theory,teorie parity kupní síly
purdah,parda
purdue,Purdue
purdy,hezký
pure,naprostý
pure economic rent,čistá ekonomická renta
pure microorganism culture,čistá kultura mikroorganismu
pure phytopathogen race,jednoduchá rasa fytopatogena
pure tone,čistý tón
pureblooded,čistokrevný
purebred,plnokrevník
puree,rozmačkat na kaši
purely,čistě
pureness,čistota
purer,čistší
purest,nejryzejší
purgation,očista
purgative,projímadlo
purgatorial,očistcový
purgatory,očistec
purge,projímat
purged,očištěný
purges,zbavuje
purging,pročišťování
purification,rafinace
purification degree of waste water treatment plant,účinnost čistírny odpadní vody
purification effect,čisticí efekt
purification intensity,intenzita čištění (vody)
purification result for recipient,účinek čištění na recipient (vodní hospodářství)
purified,vyčištěný
purified sewage,vyčištěná odpadní voda
purified waste water,vyčištěná odpadní voda
purifier,čistidlo
purify,očistit
purifying,čištění
purine,purin
purism,purismus
purist,purista
purists,puristé
puritan,puritán
puritanic,puritánský
puritanical,puritánský
puritanism,puritánství
purity,čistokrevnost
purkinje,Purkyně
purkinje fibers,purkyňova vlákna
purl,pletací technika
purlieu,sousedství
purlin,vaznice
purloin,odcizit
purple,purpur
purple heart,Purpurové srdce
purple heron,volavka červená
purplish,nafialovělý
purport,zjevný smysl
purported,domnělý
purportedly,údajně
purporting,zamýšlení
purports,prohlašuje
purpose,cíl
purpose-built,účelový
purposed,cílevědomý
purposeful,odhodlaný
purposefully,záměrně
purposefulness,cílevědomost
purposeless,neúčelný
purposelessly,bezúčelně
purposely,schválně
purposes,účely
purposive,racionální
purr,zapříst
purred,předl
purrs,přede
purse,kabelka
purser,pronásledovatel
pursuance,následování
pursuant,na základě něčeho
pursue,snažit se o
pursued,pronásledovaný
pursuer,pronásledovatel
pursuing,pronásledování
pursuit,věnování se
pursuit of,sledování
pursuits,stíhá
pursy,zadýchávající se
purulence,hnis
purulency,hnisavost
purulent,purulentní
purvey,dodávat
purveyance,zásobování
purveyor,zásobovatel
purveyors,dodavatelé
purview,dosah
pus,hnis
pusan,Pusan
pusey,Pusey
push,tlačte!
push ahead,věnovat se něčemu
push around,sekýrovat
push aside,odstrčit
push away,odtlačit
push back,odstrčit
push button,tlačítko
push down,přitlačit
push forward,vystrčit
push in,vnucovat
push off,odejít
push on,pokračovat
push out,vystrčit
push scooter,koloběžka
push the boat out,roztočit to
push through,protlačit
push up,vztlačit
push-cart,kára
push-pull,dvojčinný
push-up,podprsenka se zdvojenou výstuží a kosticí
pushable,schopný být tlačen
pushbutton,tlačítko
pushcart,kára
pushchair,kočárek
pushed,tlačil
pushed away,odstrčený
pusher,prodejce drog
pushes,tlačí
pushful,energický
pushing,tlačící
pushover,hračka
pushpin,připínáček
pushrod,tyčka ventilová
pushy,ctižádostivý
pusillanimity,bojácnost
pusillanimous,bojácný
pusillanimously,ustrašeně
pusillanimousness,neodvážnost
puss,kočička
pussies,kundičky
pussy,pochva
pussy moth,hranostajník vrbový
pussy willow,kočička
pussy-cat,číča
pussycat,milý člověk
pussyfoot,tiše našlapovat
pustular,uhrovitý
pustule,puchýřek
put,vkládat
put a bullet through one's head,prohnat komu kulku hlavou
put an end to,udělat přítrž
put aside,odkládat
put away,dát pryč
put back,oddálit
put close,přistavený
put down,zapsat si
put everyone in the same box,házet všechny do jednoho pytle
put forth,vynaložit (úsilí)
put forward,nabídnout
put in,vložený
put into practice,realizovat
put obstacles,klást překážky
put off,nechávat
put on,nasadit
put on a brave face,předstírat klid
put on airs,chovat se důležitě
put on clothes,oblékat
put on heating,zatopit
put on shoes,obout
put on the light,rozsvítit
put on the water,postavit vodu
put on water,postavit vodu
put on weight,ztloustnout
put one in mind of,připomínat
put one's arms around someone,obejmout někoho
put one's back into something,pustit se do něčeho pořádně
put one's finger on,odhalit
put one's mind to something,vyvinout snahu pro něco
put oneself in another's place,vžít se do něčí situace
put oneself in another's position,vžít se do něčí situace
put oneself in another's shoes,vžít se do něčí situace
put out,dát
put out fire,hasit
put past,nechat
put right,napravit
put somebody's mind at ease,uklidnit někoho
put someone straight on something,objasnit někomu něco
put the blame on someone,svést vinu na koho
put the cart before the horse,vzít věc za nesprávný konec
put the kibosh on something,zhatit něco
put through,prostrčit
put to death,usmrtit
put to rest,dát stranou
put to shame,zahanbit
put to sleep,uložit ke spánku
put to the test,podrobit zkoušce
put together,smontovat
put under,uspat
put up,postavit
put up resistance,vzepřít se
put up with,nechat si líbit
put upon,pronásledovaný osudem
put your mind to something,snažit se o něco
